CODE_OPERATION	CODE_STATION	DATE	CODE_PHASE	CODE_TAXON	RESULTAT	CODE_REMARQUE	TYPO_NATIONALE
06000980*2011-09-12*1*I	6000980	2011-09-12	A	2391	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	A	1028	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	A	224	19	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	A	1043	2	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	A	231	1	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	B	819	3	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	B	618	8	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	C	622	1	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	C	807	568	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	C	906	1	4	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	C	933	382	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	C	1043	1	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	C	719	2	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	C	502	16	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	C	819	2	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	657	17	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	481	19	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	3163	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	3127	1	4	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	618	7	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	838	19	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	2395	20	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	329	7	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	1044	2	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	198	2	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	329	3	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	1044	8	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	623	2	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	212	2	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	757	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	892	42	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	650	9	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	622	56	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	457	2	1	P10
06000980*2008-08-27*1*I	6000980	2008-08-27	C	622	11	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	A	1044	7	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	A	757	11	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	363	2	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	623	5	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	A	473	2	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	A	287	1	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	A	807	330	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	A	906	1	4	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	838	13	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	502	25	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	329	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	305	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	908	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	611	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	650	3	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	622	50	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	A	657	1	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	A	3163	2	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	A	719	1	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	A	623	1	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	A	618	7	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	A	838	1	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	A	502	14	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	A	3166	1	4	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	A	305	1	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	A	892	5	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	A	622	25	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	A	3111	1	4	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	A	224	7	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	A	231	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	1043	3	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	3111	1	4	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	B	364	2	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	B	473	1	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	B	231	2	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	B	906	1	4	P10
06000980*2008-08-27*1*I	6000980	2008-08-27	A	1004	1	1	P10
06000980*2008-08-27*1*I	6000980	2008-08-27	B	383	1	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	B	757	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	A	838	3	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	A	623	7	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	819	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	837	2	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	618	31	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	783	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	838	8	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	198	7	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	3166	1	4	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	491	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	892	5	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	456	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	A	363	2	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	A	317	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	383	3	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	473	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	807	216	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	906	1	4	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	933	102	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	1043	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	1009	3	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	307	3	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	C	5152	4	1	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	C	618	2	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	383	27	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	3106	1	4	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	399	1	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	A	619	18	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	A	831	1	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	A	69	2	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	A	1043	1	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	A	450	29	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	A	978	1	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	A	312	1	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	A	719	1	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	A	623	210	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	A	783	2	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	A	1042	1	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	A	618	30	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	A	838	6	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	A	604	1	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	A	329	4	1	P10
06000980*2008-08-27*1*I	6000980	2008-08-27	C	390	1	1	P10
06000980*2008-08-27*1*I	6000980	2008-08-27	C	807	18	1	P10
06000980*2008-08-27*1*I	6000980	2008-08-27	C	1028	1	1	P10
06000980*2008-08-27*1*I	6000980	2008-08-27	C	317	1	1	P10
06000980*2008-08-27*1*I	6000980	2008-08-27	C	1009	1	1	P10
06000980*2008-08-27*1*I	6000980	2008-08-27	C	224	1	1	P10
06000980*2008-08-27*1*I	6000980	2008-08-27	C	719	7	1	P10
06000980*2008-08-27*1*I	6000980	2008-08-27	C	623	7	1	P10
06000980*2008-08-27*1*I	6000980	2008-08-27	C	837	2	1	P10
06000980*2008-08-27*1*I	6000980	2008-08-27	C	618	2	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	383	2	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	364	48	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	608	1	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	807	294	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	906	1	4	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	933	100	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	619	1	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	625	3	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	450	20	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	200	37	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	719	1	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	502	9	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	650	2	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	837	4	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	305	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	622	141	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	1043	10	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	231	2	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	364	47	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	212	12	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	757	124	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	892	449	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	622	13	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	286	1	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	1042	1	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	66	1	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	1028	42	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	819	1	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	A	231	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	1009	2	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	224	10	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	223	9	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	231	8	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	892	47	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	819	3	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	837	7	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	618	11	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	527	1	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	B	200	4	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	B	753	3	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	B	657	2	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	B	719	1	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	B	502	5	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	B	819	5	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	B	837	1	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	B	618	3	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	B	325	2	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	801	5	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	304	3	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	223	9	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	231	15	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	757	9	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	704	2	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	383	7	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	364	2	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	807	625	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	3106	1	4	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	933	100	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	2393	4	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	399	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	A	933	53	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	A	312	2	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	A	307	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	A	286	3	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	A	657	3	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	A	481	3	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	A	3127	1	4	P10
06000980*2012-06-05*1*I	6000980	2012-06-05	B	933	360	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	A	325	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	A	618	4	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	906	1	4	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	502	9	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	978	4	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	3163	1	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	623	11	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	819	2	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	998	1	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	618	133	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	325	1	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	636	1	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	502	8	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	1044	9	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	611	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	650	11	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	622	94	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	801	3	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	457	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	317	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	223	13	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	231	10	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	363	15	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	757	1	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	231	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	69	2	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	2395	3	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	657	3	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	239	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	224	13	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	276	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	719	2	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	502	2	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	1004	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	515	3	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	837	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	618	2	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	325	11	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	241	20	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	838	9	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	623	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	329	45	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	1044	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	212	2	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	757	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	892	31	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	650	5	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	622	28	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	928	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	317	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	223	4	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	231	2	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	363	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	B	704	2	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	383	3	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	364	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	807	258	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	906	1	4	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	933	106	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	819	2	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	831	4	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	312	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	307	3	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	1043	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	C	241	4	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	325	3	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	838	12	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	B	719	1	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	B	502	6	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	B	819	2	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	B	618	273	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	B	838	3	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	608	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	807	485	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	3106	1	4	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	933	206	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	2393	2	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	399	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	831	5	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	1009	3	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	5152	11	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	1043	7	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	241	18	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	200	3	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	753	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	657	1	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	C	906	1	4	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	B	906	1	4	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	B	831	1	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	B	1043	9	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	B	450	1	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	C	450	3	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	C	753	1	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	C	312	2	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	C	502	2	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	C	650	2	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	C	1042	7	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	C	618	12	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	C	838	3	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	C	623	5	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	C	329	2	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	C	1044	2	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	C	908	6	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	C	892	41	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	C	622	52	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	C	801	2	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	C	457	4	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	C	783	1	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	C	704	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	A	383	2	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	A	287	7	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	A	807	69	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	A	906	1	4	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	B	704	1	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	383	2	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	364	4	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	5152	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	241	17	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	200	3	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	753	1	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	A	502	23	1	P10
06000980*2011-09-12*1*I	6000980	2011-09-12	A	650	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	C	312	3	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	1043	1	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	450	8	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	200	76	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	892	56	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	286	6	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	973	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	321	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	928	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	1028	16	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	819	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	363	5	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	364	104	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	807	106	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	933	250	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	757	5	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	908	3	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	892	366	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	650	19	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	622	77	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	1028	1	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	321	1	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	457	3	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	783	1	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	491	1	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	C	704	4	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	A	364	49	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	A	608	2	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	A	906	1	4	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	1009	3	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	241	9	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	200	4	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	887	56	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	743	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	3163	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	906	1	4	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	623	27	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	618	20	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	5152	55	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	1055	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	329	116	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	212	2	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	757	128	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	908	1	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	C	807	488	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	B	908	1	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	B	807	505	1	P10
06000980*2009-07-02*1*I	6000980	2009-07-02	B	933	691	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	C	2393	1	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	C	928	1	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	C	1009	1	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	A	650	1	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	A	622	161	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	A	286	1	1	P10
06000980*2010-06-29*1*I	6000980	2010-06-29	A	457	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	831	4	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	304	1	1	P10
06000980*2013-07-23*1*I	6000980	2013-07-23	A	69	1	1	P10
