CODE_OPERATION	CODE_STATION	DATE	CODE_PHASE	CODE_TAXON	RESULTAT	CODE_REMARQUE	TYPO_NATIONALE
06000890*2009-09-30*102*I	6000890	2009-09-30	B	933	140	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	978	2	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	906	1	4	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	2393	2	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	908	2	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	807	470	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	364	7	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	1043	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	908	41	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	831	6	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	928	15	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	1044	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	622	55	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	836	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	67	2	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	880	2	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	200	70	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	313	3	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	657	22	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	200	9	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	704	4	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	383	9	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	3163	1	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	325	12	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	918	3	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	5152	2	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	967	1	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	2395	2	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	997	3	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	200	94	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	657	8	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	3170	1	4	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	1041	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	3163	2	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	387	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	807	880	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	906	1	4	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	1009	2	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	363	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	838	11	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	313	3	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	1044	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	212	10	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	807	2048	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	657	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	224	1	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	719	4	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	502	2	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	1004	5	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	650	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	928	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	390	2	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	622	138	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	1004	3	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	648	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	520	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	457	28	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	838	58	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	198	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	231	6	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	245	1	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	3106	1	4	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	933	64	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	571	9	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	933	36	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	457	2	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	1043	10	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	1009	17	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	967	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	2395	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	5196	1	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	310	1	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	3170	1	4	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	481	2	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	3163	5	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	906	1	4	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	933	234	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	345	2	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	387	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	623	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	1004	32	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	650	4	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	837	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	618	5	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	318	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	571	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	994	49	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	451	35	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	212	22	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	623	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	622	7	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	801	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	457	5	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	236	3	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	994	5	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	231	4	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	757	6	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	B	704	2	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	383	15	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	364	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	807	185	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	906	1	4	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	933	45	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	880	3	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	831	3	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	928	6	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	1009	1	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	844	1	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	451	2	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	2395	2	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	200	14	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	198	5	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	3170	1	4	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	906	1	4	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	719	25	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	502	4	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	345	4	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	650	1	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	1042	3	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	618	25	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	325	3	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	838	5	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	978	128	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	329	12	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	967	1	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	2395	7	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	997	70	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	A	807	523	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	A	906	1	4	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	757	45	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	518	7	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	A	1009	4	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	A	658	1	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	838	4	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	978	277	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	200	76	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	622	146	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	457	6	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	1043	83	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	231	6	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	383	12	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	287	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	383	85	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	880	155	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	997	3	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	831	6	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	383	24	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	69	5	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	967	3	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	2395	1	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	682	2	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	200	120	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	625	11	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	908	1	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	69	14	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	967	2	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	241	1	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	390	5	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	978	415	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	1043	3	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	1042	27	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	363	12	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	344	2	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	241	1	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	838	5	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	978	115	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	312	1	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	994	27	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	3166	1	4	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	650	1	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	617	1	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	757	3	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	880	1	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	892	1	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	518	2	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	1044	1	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	212	1	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	223	2	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	231	2	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	236	2	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	A	2394	1	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	364	22	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	807	346	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	906	1	4	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	231	3	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	363	22	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	3170	1	4	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	383	8	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	625	1	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	807	785	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	3106	1	4	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	933	220	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	1043	8	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	1041	1	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	312	1	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	719	3	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	502	1	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	1004	3	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	650	2	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	518	1	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	325	5	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	838	4	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	978	4	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	1044	2	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	212	24	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	994	5	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	3166	1	4	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	212	1	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	757	3	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	1044	1	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	908	1	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	622	152	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	321	3	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	457	21	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	819	1	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	618	2	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	363	2	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	C	1044	2	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	C	757	2	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	C	622	83	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	C	457	16	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	C	224	4	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	C	994	3	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	C	231	6	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	C	618	15	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	967	5	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	997	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	200	13	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	657	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	1041	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	502	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	650	3	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	1004	10	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	838	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	978	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	1044	2	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	908	7	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	618	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	390	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	622	9	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	1061	1	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	457	12	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	224	2	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	994	6	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	231	8	1	P10
06000890*2009-09-30*102*I	6000890	2009-09-30	C	363	5	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	A	383	17	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	A	880	3	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	A	807	630	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	A	933	410	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	A	2393	9	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	A	1037	2	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	A	928	1	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	A	69	1	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	A	838	6	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	A	967	1	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	A	2395	3	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	A	997	5	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	A	200	3	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	A	978	59	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	A	1041	1	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	A	312	9	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	A	719	28	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	807	300	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	3106	1	4	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	933	46	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	B	2393	2	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	A	231	2	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	364	7	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	807	1280	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	678	1	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	933	127	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	2393	6	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	A	623	3	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	A	994	87	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	A	1044	6	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	A	212	1	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	A	908	1	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	A	346	1	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	A	622	148	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	A	1028	1	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	657	1	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	5152	57	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	312	1	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	3163	2	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	906	1	4	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	719	1	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	502	4	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	1004	95	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	1043	5	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	618	143	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	325	4	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	838	5	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	313	1	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	994	3	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	B	801	1	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	B	457	106	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	B	224	6	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	B	994	2	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	B	231	3	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	B	618	15	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	C	383	13	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	383	5	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	1028	2	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	457	35	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	B	819	2	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	B	720	9	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	B	198	1	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	B	994	7	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	B	212	10	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	B	757	2	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	B	908	1	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	B	892	1	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	B	622	149	1	P10
06000890*2010-09-01*102*I	6000890	2010-09-01	B	734	1	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	5152	16	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	967	1	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	390	7	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	753	3	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	657	2	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	3170	1	4	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	312	5	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	3163	2	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	906	1	4	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	719	22	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	1004	33	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	679	1	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	837	1	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	908	2	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	183	1	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	622	87	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	C	200	17	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	224	4	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	819	1	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	231	2	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	618	11	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	311	2	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	C	704	3	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	383	49	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	880	5	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	3106	1	4	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	2517	1	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	1009	18	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	390	3	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	753	3	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	312	15	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	345	4	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	618	26	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	344	9	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	198	4	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	329	130	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	994	35	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	3166	1	4	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	908	8	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	892	1	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	918	4	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	648	4	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	3110	1	4	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	223	12	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	1004	90	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	363	8	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	704	1	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	364	3	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	807	175	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	933	56	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	2393	2	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	831	5	1	P10
06000890*2012-07-30*1*I	6000890	2012-07-30	A	5152	3	1	P10
06000890*2013-07-24*1*I	6000890	2013-07-24	A	364	75	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	A	325	18	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	A	783	1	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	A	838	1	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	A	978	6	1	P10
06000890*2011-08-18*102*I	6000890	2011-08-18	A	518	5	1	P10
